customer_id,email,first_name,last_name,consent_date,legal_basis,consent_given,withdrawal_date,channel,marketing_opt_in,country,gdpr_version
CUST-000148,customer148@outlook.com,Grace,Singh,2023-03-16,consent,true,,in-store,true,IN,v1.3
CUST-000149,customer149@company.com,Alice,Chen,2023-03-16,consent,false,,web,true,IN,v1.3
CUST-000150,customer150@gmail.com,Grace,Kim,2023-03-17,consent,true,,email,true,DE,v1.2
CUST-000151,customer151@outlook.com,Carol,García,2023-03-17,legitimate_interest,true,,web,true,SG,v1.3
CUST-000152,customer152@company.com,Henry,Jones,2023-03-18,consent,true,,web,false,IN,v1.2
CUST-000153,customer153@gmail.com,Carol,Chen,2023-03-18,consent,true,,in-store,true,GB,v2.0
CUST-000154,customer154@outlook.com,David,Müller,2023-03-19,legitimate_interest,true,,web,false,US,v2.0
CUST-000155,customer155@company.com,Frank,Müller,2023-03-19,consent,true,,in-store,true,GB,v2.0
CUST-000156,customer156@gmail.com,Bob,Chen,2023-03-20,legitimate_interest,true,,in-store,true,GB,v2.0
CUST-000157,customer157@outlook.com,Eva,García,2023-03-20,consent,true,,in-store,true,AU,v1.2
CUST-000158,customer158@company.com,Eva,Smith,2023-03-21,consent,true,,email,false,DE,v1.2
CUST-000159,customer159@gmail.com,Grace,Patel,2023-03-21,consent,true,,in-store,false,DE,v2.0
CUST-000160,customer160@outlook.com,Henry,Jones,2023-03-22,consent,true,,web,true,FR,v1.3
CUST-000161,customer161@company.com,Frank,García,2023-03-22,legitimate_interest,true,,in-store,true,AU,v1.2
CUST-000162,customer162@gmail.com,David,Smith,2023-03-23,consent,true,,web,false,GB,v1.2
CUST-000163,customer163@outlook.com,David,Jones,2023-03-23,consent,true,,mobile,true,DE,v2.0
CUST-000164,customer164@company.com,David,Müller,2023-03-24,consent,true,,web,true,IN,v1.3
CUST-000165,customer165@gmail.com,Grace,García,2023-03-24,legitimate_interest,true,,mobile,true,FR,v1.2
CUST-000166,customer166@outlook.com,Carol,Müller,2023-03-25,legitimate_interest,true,,email,false,IN,v2.0
CUST-000167,customer167@company.com,Bob,Chen,2023-03-25,contract,true,,mobile,false,GB,v1.2
CUST-000168,customer168@gmail.com,Carol,Singh,2023-03-26,consent,true,,in-store,true,CA,v1.3
CUST-000169,customer169@outlook.com,Alice,Jones,2023-03-26,consent,true,,email,false,DE,v1.2
CUST-000170,customer170@company.com,Alice,Singh,2023-03-27,consent,true,,email,true,US,v1.3
CUST-000171,customer171@gmail.com,Alice,Müller,2023-03-27,consent,true,,in-store,true,CA,v1.3
CUST-000172,customer172@outlook.com,Grace,García,2023-03-28,contract,true,,mobile,true,GB,v2.0
CUST-000173,customer173@company.com,Frank,Smith,2023-03-28,legitimate_interest,true,,mobile,true,FR,v1.3
CUST-000174,customer174@gmail.com,Frank,Müller,2023-03-29,consent,true,,in-store,true,FR,v1.2
CUST-000175,customer175@outlook.com,David,García,2023-03-29,consent,true,,email,true,IN,v1.2
CUST-000176,customer176@company.com,Frank,Müller,2023-03-30,contract,true,,email,true,AU,v1.2
CUST-000177,customer177@gmail.com,Bob,Smith,2023-03-30,consent,true,,mobile,false,AU,v1.3
CUST-000178,customer178@outlook.com,Henry,Müller,2023-03-31,consent,true,,web,true,CA,v1.2
CUST-000179,customer179@company.com,Eva,Singh,2023-03-31,consent,true,,web,true,US,v1.3
CUST-000180,customer180@gmail.com,Henry,García,2023-04-01,consent,true,,web,false,IN,v2.0
CUST-000181,customer181@outlook.com,Bob,Jones,2023-04-01,consent,true,,web,false,GB,v2.0
CUST-000182,customer182@company.com,David,Singh,2023-04-02,consent,true,,email,false,CA,v1.3
CUST-000183,customer183@gmail.com,Frank,Singh,2023-04-02,consent,true,,web,false,US,v2.0
CUST-000184,customer184@outlook.com,David,Jones,2023-04-03,consent,true,,email,false,AU,v2.0
CUST-000185,customer185@company.com,David,Chen,2023-04-03,consent,true,,in-store,true,CA,v1.3
CUST-000186,customer186@gmail.com,Bob,Kim,2023-04-04,consent,true,,in-store,true,SG,v2.0
CUST-000187,customer187@outlook.com,David,Müller,2023-04-04,contract,false,,mobile,false,IN,v1.2
CUST-000188,customer188@company.com,Bob,Kim,2023-04-05,legitimate_interest,true,,web,true,US,v2.0
CUST-000189,customer189@gmail.com,Carol,Chen,2023-04-05,consent,true,,in-store,true,CA,v1.2
CUST-000190,customer190@outlook.com,Frank,Singh,2023-04-06,consent,true,,web,true,US,v2.0
CUST-000191,customer191@company.com,Frank,Chen,2023-04-06,legitimate_interest,true,,email,true,US,v2.0
CUST-000192,customer192@gmail.com,Eva,Singh,2023-04-07,consent,true,,email,true,SG,v1.3
CUST-000193,customer193@outlook.com,Carol,Singh,2023-04-07,consent,false,,web,true,FR,v1.2
CUST-000194,customer194@company.com,Henry,Smith,2023-04-08,contract,true,,email,false,CA,v1.3
CUST-000195,customer195@gmail.com,Alice,Patel,2023-04-08,consent,true,,web,false,FR,v1.3
CUST-000196,customer196@outlook.com,Carol,García,2023-04-09,legitimate_interest,true,,web,true,US,v2.0
CUST-000197,customer197@company.com,Alice,Müller,2023-04-09,consent,true,,in-store,false,US,v2.0
CUST-000198,customer198@gmail.com,Carol,Smith,2023-04-10,consent,true,,in-store,true,IN,v1.3
CUST-000199,customer199@outlook.com,Henry,Smith,2023-04-10,consent,true,,mobile,false,US,v2.0
CUST-000200,customer200@company.com,Carol,Müller,2023-04-11,consent,true,,in-store,false,SG,v1.3
CUST-000201,bad email here,Henry,Müller,2023-04-11,consent,true,,in-store,true,US,v1.3
CUST-000202,customer202@outlook.com,David,Jones,2023-04-12,consent,true,,in-store,false,AU,v2.0
CUST-000203,customer203@company.com,Frank,Jones,2023-04-12,legitimate_interest,true,,web,false,FR,v2.0
CUST-000204,customer204@gmail.com,David,Jones,2023-04-13,consent,true,,mobile,false,CA,v1.3
CUST-000205,customer205@outlook.com,Carol,Müller,2023-04-13,consent,true,,email,false,GB,v1.3
CUST-000206,customer206@company.com,Grace,Smith,2023-04-14,legitimate_interest,true,,in-store,true,DE,v2.0
CUST-000207,customer207@gmail.com,Henry,Müller,2023-04-14,legitimate_interest,true,,in-store,true,AU,v2.0
CUST-000208,customer208@outlook.com,Carol,Kim,2023-04-15,consent,true,,mobile,false,FR,v1.3
CUST-000209,customer209@company.com,Grace,Kim,2023-04-15,consent,true,,web,false,DE,v1.2
CUST-000210,customer210@gmail.com,Carol,García,2023-04-16,contract,true,,in-store,false,IN,v1.2
CUST-000211,customer211@outlook.com,Frank,Müller,2023-04-16,consent,true,,mobile,true,FR,v1.2
CUST-000212,customer212@company.com,Grace,García,2023-04-17,legitimate_interest,true,,mobile,true,SG,v1.3
CUST-000213,customer213@gmail.com,David,Chen,2023-04-17,contract,true,,in-store,true,DE,v1.3
CUST-000214,customer214@outlook.com,Frank,Singh,2023-04-18,legitimate_interest,true,,email,false,US,v2.0
CUST-000215,customer215@company.com,Carol,Chen,2023-04-18,consent,true,,mobile,true,AU,v1.2
CUST-000216,customer216@gmail.com,Alice,Müller,2023-04-19,consent,true,,web,false,SG,v2.0
CUST-000217,customer217@outlook.com,Alice,Kim,2023-04-19,consent,true,,mobile,false,SG,v1.3
CUST-000218,customer218@company.com,David,Jones,2023-04-20,consent,true,,in-store,true,DE,v1.2
CUST-000219,customer219@gmail.com,Henry,Müller,2023-04-20,contract,true,,mobile,true,GB,v1.3
CUST-000220,customer220@outlook.com,Bob,Jones,2023-04-21,consent,true,,email,true,AU,v1.2
CUST-000221,customer221@company.com,David,Singh,2023-04-21,consent,true,,mobile,false,FR,v2.0
CUST-000222,customer222@gmail.com,Frank,Chen,2023-04-22,consent,false,,in-store,false,SG,v2.0
CUST-000223,customer223@outlook.com,Bob,Smith,2023-04-22,contract,true,,in-store,true,US,v2.0
CUST-000224,customer224@company.com,Frank,Chen,2023-04-23,consent,true,,email,true,IN,v1.3
CUST-000225,customer225@gmail.com,Carol,Smith,2023-04-23,consent,false,,in-store,true,DE,v1.3
CUST-000226,customer226@outlook.com,Grace,García,2023-04-24,consent,true,,email,true,US,v1.2
CUST-000227,customer227@company.com,Eva,Smith,2023-04-24,consent,true,,mobile,false,SG,v2.0
CUST-000228,customer228@gmail.com,Eva,Kim,2023-04-25,consent,false,,email,false,US,v1.2
CUST-000229,customer229@outlook.com,Bob,García,2023-04-25,consent,true,,in-store,true,CA,v1.2
CUST-000230,customer230@company.com,David,García,2023-04-26,consent,true,,in-store,false,SG,v1.2
CUST-000231,customer231@gmail.com,Grace,Kim,2023-04-26,consent,true,,web,true,CA,v1.3
CUST-000232,customer232@outlook.com,Alice,Singh,2023-04-27,consent,true,,email,false,FR,v1.2
CUST-000233,customer233@company.com,Grace,Chen,2023-04-27,consent,true,,web,true,IN,v1.2
CUST-000234,customer234@gmail.com,David,Jones,2023-04-28,consent,true,,email,false,FR,v1.3
CUST-000235,customer235@outlook.com,Frank,García,2023-04-28,consent,true,,email,false,DE,v2.0
CUST-000236,customer236@company.com,Frank,García,2019-03-15,consent,true,,mobile,true,US,v1.3
CUST-000237,customer237@gmail.com,David,Patel,2023-04-29,consent,true,,in-store,false,IN,v2.0
CUST-000238,customer238@outlook.com,Carol,García,2023-04-30,consent,true,,in-store,false,IN,v2.0
CUST-000239,customer239@company.com,Frank,Singh,2023-04-30,consent,true,,web,true,AU,v2.0
CUST-000240,customer240@gmail.com,Bob,Chen,2023-05-01,consent,true,,web,true,IN,v1.3
CUST-000241,customer241@outlook.com,Eva,Chen,2023-05-01,consent,true,,web,false,DE,v2.0
CUST-000242,customer242@company.com,Alice,García,2023-05-02,legitimate_interest,true,,in-store,true,DE,v2.0
CUST-000243,customer243@gmail.com,Frank,Patel,2023-05-02,consent,true,,email,true,IN,v2.0
CUST-000244,customer244@outlook.com,Frank,Chen,2023-05-03,consent,true,,email,true,CA,v1.3
CUST-000245,customer245@company.com,Alice,Patel,2023-05-03,consent,true,,in-store,false,IN,v1.2
CUST-000246,customer246@gmail.com,Grace,Müller,2023-05-04,consent,true,,in-store,true,FR,v1.3
CUST-000247,customer247@outlook.com,David,Patel,2023-05-04,consent,true,,web,true,IN,v2.0
CUST-000248,customer248@company.com,Grace,Patel,2023-05-05,legitimate_interest,false,,web,false,FR,v2.0
CUST-000249,customer249@gmail.com,Alice,Jones,2023-05-05,legitimate_interest,false,,mobile,true,IN,v1.3
CUST-000250,customer250@outlook.com,Bob,Singh,2023-05-06,consent,true,,mobile,false,US,v1.2
CUST-000251,customer251@company.com,David,Jones,2023-05-06,consent,true,,email,true,GB,v1.3
CUST-000252,customer252@gmail.com,Bob,Smith,2023-05-07,consent,true,,web,false,FR,v2.0
CUST-000253,customer253@outlook.com,Carol,Singh,2019-03-15,consent,true,,mobile,false,FR,v1.3
CUST-000254,bad email here,Frank,Müller,2023-05-08,consent,true,,web,true,GB,v1.3
CUST-000255,customer255@gmail.com,Bob,Kim,2023-05-08,consent,true,,web,false,AU,v1.3
CUST-000256,customer256@outlook.com,Frank,García,2023-05-09,consent,true,,web,true,AU,v1.2
CUST-000257,customer257@company.com,Alice,Kim,2023-05-09,contract,true,,web,true,GB,v1.2
CUST-000258,customer258@gmail.com,Bob,Jones,2023-05-10,consent,true,,email,true,DE,v2.0
CUST-000259,customer259@outlook.com,Eva,García,2023-05-10,consent,false,,mobile,false,CA,v1.2
CUST-000260,bad email here,Grace,Jones,2023-05-11,legitimate_interest,true,,mobile,true,SG,v2.0
CUST-000261,customer261@gmail.com,Bob,Müller,2019-03-15,consent,true,,mobile,true,FR,v1.2
CUST-000262,customer262@outlook.com,Carol,Singh,2023-05-12,consent,true,,email,true,US,v1.3
CUST-000263,customer263@company.com,Henry,Singh,2023-05-12,consent,false,,in-store,true,GB,v1.3
CUST-000264,customer264@gmail.com,Henry,Patel,2023-05-13,contract,true,,email,true,DE,v2.0
CUST-000265,customer265@outlook.com,Eva,Chen,2023-05-13,consent,true,,email,true,GB,v2.0
CUST-000266,customer266@company.com,David,Müller,2023-05-14,consent,true,,email,true,AU,v1.3
CUST-000267,customer267@gmail.com,Carol,Kim,2023-05-14,consent,false,,email,true,US,v1.3
CUST-000268,customer268@outlook.com,Eva,Jones,2023-05-15,consent,true,,web,false,US,v2.0
CUST-000269,customer269@company.com,Eva,Kim,2023-05-15,consent,true,,in-store,true,US,v1.3
CUST-000270,customer270@gmail.com,Carol,García,2023-05-16,consent,false,,web,false,IN,v1.2
CUST-000271,customer271@outlook.com,Alice,Singh,2023-05-16,consent,true,,mobile,true,FR,v1.3
CUST-000272,customer272@company.com,Bob,Smith,2019-03-15,consent,true,,email,true,GB,v1.2
CUST-000273,customer273@gmail.com,Henry,García,2023-05-17,legitimate_interest,true,,mobile,true,SG,v1.3
CUST-000274,customer274@outlook.com,David,Chen,2023-05-18,consent,true,,web,true,IN,v1.3
